0,0,1,0,2,0,3,0,3,1,3,2,3,3,4,3,4,4,5,4,5.0,5.0,5.0,6.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,7.0,10.0,7.0,11.0,7.0,12.0,6.0,12.0,6.0,13.0,7.0,13.0,8.0,13.0,8.0,12.0,9.0,12.0,10.0,12.0,10.0,13.0,10.0,14.0,11.0,14.0,11.0,15.0,10.0,15.0,10.0,16.0,11.0,16.0,12.0,16.0,12.0,15.0,13.0,15.0,14.0,15.0,14.0,14.0,14.0,13.0,13.0,14.0,15.0,14.0,15.0,13.0,15.0,12.0,16.0,13.0,15.0,15.0,16.0,15.0,16.0,14.0,17.0,14.0,17.0,13.0,17.0,15.0,17.0,16.0,17.0,17.0,18.0,17.0,18.0,18.0,18.0,16.0,18.0,15.0,18.0,14.0,19.0,15.0,19.0,16.0,19.0,17.0,19.0,18.0,19.0,19.0
0,0,1,0,2,0,3,0,3,1,3,2,3,3,4,3,4,4,5,4,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,7.0,10.0,7.0,11.0,7.0,12.0,6.0,12.0,6.0,13.0,7.0,13.0,8.0,13.0,8.0,12.0,9.0,12.0,10.0,12.0,10.0,13.0,10.0,14.0,11.0,14.0,11.0,15.0,10.0,15.0,10.0,16.0,11.0,16.0,12.0,16.0,12.0,15.0,13.0,15.0,14.0,15.0,14.0,14.0,15.0,14.0,15.0,15.0,16.0,15.0,16.0,14.0,17.0,14.0,17.0,15.0,17.0,16.0,17.0,17.0,18.0,17.0,18.0,16.0,19.0,16.0,19.0,17.0,19.0,18.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
